### sacct (since yesterday)  20260728_123602
JobID                     JobName      State ExitCode    Elapsed               Start                 End 
------------ -------------------- ---------- -------- ---------- ------------------- ------------------- 
54617506           founder_triage  COMPLETED      0:0   00:00:18 2026-07-27T10:45:42 2026-07-27T10:46:00 
54617638                 dissect5  COMPLETED      0:0   00:00:10 2026-07-27T10:50:22 2026-07-27T10:50:32 
54619746                 dissect5  COMPLETED      0:0   00:00:03 2026-07-27T11:33:30 2026-07-27T11:33:33 
54623005           catalog_gather  COMPLETED      0:0   00:00:10 2026-07-27T17:32:27 2026-07-27T17:32:37 
54623006           catalog_filter  COMPLETED      0:0   00:00:26 2026-07-27T17:32:39 2026-07-27T17:33:05 
54623007                     wrap  COMPLETED      0:0   00:00:00 2026-07-27T17:33:05 2026-07-27T17:33:05 
54623008            snp_loss_grid  COMPLETED      0:0   00:00:24 2026-07-27T17:33:13 2026-07-27T17:33:37 
54623009                     wrap     FAILED      1:0   00:00:01 2026-07-27T17:33:13 2026-07-27T17:33:14 
54623004_1          catalog_build  COMPLETED      0:0   02:16:00 2026-07-27T13:40:07 2026-07-27T15:56:07 
54623004_2          catalog_build  COMPLETED      0:0   02:11:02 2026-07-27T13:40:07 2026-07-27T15:51:09 
54623004_3          catalog_build  COMPLETED      0:0   02:15:56 2026-07-27T13:40:07 2026-07-27T15:56:03 
54623004_4          catalog_build  COMPLETED      0:0   03:52:20 2026-07-27T13:40:07 2026-07-27T17:32:27 
54623004_5          catalog_build  COMPLETED      0:0   02:39:12 2026-07-27T13:40:07 2026-07-27T16:19:19 
54639875                     wrap     FAILED      1:0   00:00:09 2026-07-27T17:45:10 2026-07-27T17:45:19 
54639874_1          catalog_count  COMPLETED      0:0   00:02:33 2026-07-27T17:33:15 2026-07-27T17:35:48 
54639874_2          catalog_count  COMPLETED      0:0   00:02:34 2026-07-27T17:33:15 2026-07-27T17:35:49 
54639874_3          catalog_count  COMPLETED      0:0   00:06:44 2026-07-27T17:33:15 2026-07-27T17:39:59 
54639874_4          catalog_count  COMPLETED      0:0   00:05:08 2026-07-27T17:33:15 2026-07-27T17:38:23 
54639874_5          catalog_count  COMPLETED      0:0   00:08:03 2026-07-27T17:33:15 2026-07-27T17:41:18 
54639874_6          catalog_count  COMPLETED      0:0   00:04:57 2026-07-27T17:33:15 2026-07-27T17:38:12 
54639874_7          catalog_count  COMPLETED      0:0   00:02:26 2026-07-27T17:33:15 2026-07-27T17:35:41 
54639874_8          catalog_count  COMPLETED      0:0   00:02:45 2026-07-27T17:33:15 2026-07-27T17:36:00 
54639874_9          catalog_count  COMPLETED      0:0   00:07:06 2026-07-27T17:33:15 2026-07-27T17:40:21 
54639874_10         catalog_count  COMPLETED      0:0   00:02:39 2026-07-27T17:33:15 2026-07-27T17:35:54 
54639874_11         catalog_count  COMPLETED      0:0   00:06:54 2026-07-27T17:33:15 2026-07-27T17:40:09 
54639874_12         catalog_count  COMPLETED      0:0   00:04:57 2026-07-27T17:33:15 2026-07-27T17:38:12 
54639874_13         catalog_count  COMPLETED      0:0   00:02:29 2026-07-27T17:33:15 2026-07-27T17:35:44 
54639874_14         catalog_count  COMPLETED      0:0   00:02:52 2026-07-27T17:33:15 2026-07-27T17:36:07 
54639874_15         catalog_count  COMPLETED      0:0   00:04:59 2026-07-27T17:33:15 2026-07-27T17:38:14 
54639874_16         catalog_count  COMPLETED      0:0   00:06:43 2026-07-27T17:33:15 2026-07-27T17:39:58 
54639874_17         catalog_count  COMPLETED      0:0   00:04:42 2026-07-27T17:33:15 2026-07-27T17:37:57 
54639874_18         catalog_count  COMPLETED      0:0   00:06:04 2026-07-27T17:33:15 2026-07-27T17:39:19 
54639874_19         catalog_count  COMPLETED      0:0   00:02:24 2026-07-27T17:33:15 2026-07-27T17:35:39 
54639874_20         catalog_count  COMPLETED      0:0   00:03:45 2026-07-27T17:33:15 2026-07-27T17:37:00 
54639874_21         catalog_count  COMPLETED      0:0   00:05:18 2026-07-27T17:33:15 2026-07-27T17:38:33 
54639874_22         catalog_count  COMPLETED      0:0   00:07:15 2026-07-27T17:33:15 2026-07-27T17:40:30 
54639874_23         catalog_count  COMPLETED      0:0   00:05:21 2026-07-27T17:33:15 2026-07-27T17:38:36 
54639874_24         catalog_count  COMPLETED      0:0   00:05:13 2026-07-27T17:33:15 2026-07-27T17:38:28 
54639874_25         catalog_count  COMPLETED      0:0   00:02:52 2026-07-27T17:33:15 2026-07-27T17:36:07 
54639874_26         catalog_count  COMPLETED      0:0   00:02:21 2026-07-27T17:33:15 2026-07-27T17:35:36 
54639874_27         catalog_count  COMPLETED      0:0   00:04:14 2026-07-27T17:33:15 2026-07-27T17:37:29 
54639874_28         catalog_count  COMPLETED      0:0   00:04:58 2026-07-27T17:33:15 2026-07-27T17:38:13 
54639874_29         catalog_count  COMPLETED      0:0   00:11:00 2026-07-27T17:33:15 2026-07-27T17:44:15 
54639874_30         catalog_count  COMPLETED      0:0   00:05:41 2026-07-27T17:33:15 2026-07-27T17:38:56 
54639874_31         catalog_count  COMPLETED      0:0   00:02:35 2026-07-27T17:33:15 2026-07-27T17:35:50 
54639874_32         catalog_count  COMPLETED      0:0   00:02:24 2026-07-27T17:33:15 2026-07-27T17:35:39 
54639874_33         catalog_count  COMPLETED      0:0   00:03:23 2026-07-27T17:33:15 2026-07-27T17:36:38 
54639874_34         catalog_count  COMPLETED      0:0   00:06:08 2026-07-27T17:33:15 2026-07-27T17:39:23 
